category;subcategory;text;priority;tags;answer_pattern
Продукты - Кредиты;Потребительские - Всё только начинается;Это кредитное предложение только для людей старше 50 лет?;высокий;новые клиенты;Кредит предназначен для граждан, которым исполнилось 50 лет и старше.
Продукты - Кредиты;Потребительские - Всё только начинается;Я пенсионер, могу рассчитывать на более низкий процент по кредиту?;высокий;новые клиенты;Для пенсионеров предусмотрены льготные процентные ставки и упрощенные требования по документам.
Продукты - Кредиты;Потребительские - Всё только начинается;У вас есть какие-то упрощенные требования к документам для пенсионеров?;высокий;новые клиенты;Для пенсионеров предусмотрены льготные процентные ставки и упрощенные требования по документам.
Продукты - Кредиты;Потребительские - Всё только начинается;Правда, что пенсионерам нужно меньше документов для кредита?;высокий;новые клиенты;Для пенсионеров предусмотрены льготные процентные ставки и упрощенные требования по документам.
Продукты - Кредиты;Потребительские - Всё только начинается;Какие особенности предусмотрены для пенсионеров при оформлении кредита?;высокий;новые клиенты;Для пенсионеров предусмотрены льготные процентные ставки и упрощенные требования по документам.
Продукты - Кредиты;Потребительские - Всё только начинается;Есть ли у вас специальные программы или условия для пенсионеров по кредитам?;высокий;новые клиенты;Для пенсионеров предусмотрены льготные процентные ставки и упрощенные требования по документам.
Продукты - Кредиты;Потребительские - Всё только начинается;Мне, как пенсионеру, будет легче получить потребительский кредит?;высокий;новые клиенты;Для пенсионеров предусмотрены льготные процентные ставки и упрощенные требования по документам.
Продукты - Кредиты;Потребительские - Всё только начинается;Какая максимальная сумма кредита доступна, если мне за 50?;высокий;новые клиенты;Максимальная сумма кредита для клиентов 50+ определяется индивидуально с учетом платежеспособности.
Продукты - Кредиты;Потребительские - Всё только начинается;Что влияет на максимальную сумму кредита для людей старше 50?;высокий;новые клиенты;Максимальная сумма кредита для клиентов 50+ определяется индивидуально с учетом платежеспособности.
Продукты - Кредиты;Потребительские - Всё только начинается;Если мне больше 50, мне сразу скажут, сколько максимально я могу взять в кредит, или это будет по-разному?;высокий;новые клиенты;Максимальная сумма кредита для клиентов 50+ определяется индивидуально с учетом платежеспособности.
Продукты - Кредиты;Потребительские - Всё только начинается;По какому принципу банк решает, какую сумму мне дать, если мне уже есть 50 лет?;высокий;новые клиенты;Максимальная сумма кредита для клиентов 50+ определяется индивидуально с учетом платежеспособности.
Продукты - Кредиты;Потребительские - Всё только начинается;Эта максимальная сумма, она какая-то единая для всех, кто старше 50, или как?;высокий;новые клиенты;Максимальная сумма кредита для клиентов 50+ определяется индивидуально с учетом платежеспособности.
Продукты - Кредиты;Потребительские - Старт;Как определяется сумма кредита Старт?;высокий;новые клиенты;Сумма кредита 'Старт' определяется индивидуально в зависимости от доходов и платежеспособности клиента.
Продукты - Кредиты;Потребительские - Старт;Есть ли фиксированная сумма по кредиту Старт?;высокий;новые клиенты;Сумма кредита 'Старт' определяется индивидуально в зависимости от доходов и платежеспособности клиента.
Продукты - Кредиты;Потребительские - Старт;Какие факторы влияют на размер кредита Старт?;высокий;новые клиенты;Сумма кредита 'Старт' определяется индивидуально в зависимости от доходов и платежеспособности клиента.
Продукты - Кредиты;Потребительские - Старт;Мой доход как-то влияет на сумму, которую мне дадут?;высокий;новые клиенты;Сумма кредита 'Старт' определяется индивидуально в зависимости от доходов и платежеспособности клиента.
Продукты - Кредиты;Потребительские - Старт;От чего зависит, сколько денег я могу получить по кредиту Старт?;высокий;новые клиенты;Сумма кредита 'Старт' определяется индивидуально в зависимости от доходов и платежеспособности клиента.
Продукты - Кредиты;Потребительские - Старт;Банк всем одинаковую сумму выдает или это индивидуально?;высокий;новые клиенты;Сумма кредита 'Старт' определяется индивидуально в зависимости от доходов и платежеспособности клиента.
Продукты - Кредиты;Потребительские - Старт;Обязательно ли иметь гражданство Беларуси для оформления кредита Старт?;высокий;новые клиенты;Кредит 'Старт' доступен всем работающим гражданам Республики Беларусь при соответствии требованиям банка.
Продукты - Кредиты;Потребительские - Старт;Могу ли я получить кредит Старт, если я временно не работаю?;высокий;новые клиенты;Кредит 'Старт' доступен всем работающим гражданам Республики Беларусь при соответствии требованиям банка.
Продукты - Кредиты;Потребительские - Старт;Нужно ли соответствовать каким-то дополнительным критериям банка для получения кредита Старт?;высокий;новые клиенты;Кредит 'Старт' доступен всем работающим гражданам Республики Беларусь при соответствии требованиям банка.
Продукты - Кредиты;Потребительские - Старт;Значит ли это, что любой работающий гражданин Беларуси может получить кредит Старт?;высокий;новые клиенты;Кредит 'Старт' доступен всем работающим гражданам Республики Беларусь при соответствии требованиям банка.
Продукты - Кредиты;Потребительские - Старт;Кредит Старт доступен только работающим гражданам?;высокий;новые клиенты;Кредит 'Старт' доступен всем работающим гражданам Республики Беларусь при соответствии требованиям банка.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Какой порядок оформления онлайн кредита?;высокий;новые клиенты;Онлайн кредит можно оформить через сайт vtb.by или мобильное приложение VTB mBank, заполнив заявку и загрузив необходимые документы.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Через что я могу подать заявку на онлайн кредит?;высокий;новые клиенты;Онлайн кредит можно оформить через сайт vtb.by или мобильное приложение VTB mBank, заполнив заявку и загрузив необходимые документы.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Можно ли оформить кредит через мобильное приложение?;высокий;новые клиенты;Онлайн кредит можно оформить через сайт vtb.by или мобильное приложение VTB mBank, заполнив заявку и загрузив необходимые документы.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Что мне нужно будет сделать для подачи заявки на онлайн кредит?;высокий;новые клиенты;Онлайн кредит можно оформить через сайт vtb.by или мобильное приложение VTB mBank, заполнив заявку и загрузив необходимые документы.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;На каком сайте я могу оформить онлайн кредит?;высокий;новые клиенты;Онлайн кредит можно оформить через сайт vtb.by или мобильное приложение VTB mBank, заполнив заявку и загрузив необходимые документы.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Нужно ли будет загружать документы для оформления онлайн кредита?;высокий;новые клиенты;Онлайн кредит можно оформить через сайт vtb.by или мобильное приложение VTB mBank, заполнив заявку и загрузив необходимые документы.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Нужно ли мне будет приходить в банк для оформления кредита 'Проще в онлайн'?;средний;новые клиенты;При оформлении онлайн кредита 'Проще в онлайн' посещение банка не требуется - все процедуры проводятся дистанционно.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Можно ли оформить этот кредит полностью дистанционно?;средний;новые клиенты;При оформлении онлайн кредита 'Проще в онлайн' посещение банка не требуется - все процедуры проводятся дистанционно.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Смогу ли я получить кредит, не выходя из дома?;средний;новые клиенты;При оформлении онлайн кредита 'Проще в онлайн' посещение банка не требуется - все процедуры проводятся дистанционно.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Потребуется ли визит в отделение банка на каком-либо этапе оформления?;средний;новые клиенты;При оформлении онлайн кредита 'Проще в онлайн' посещение банка не требуется - все процедуры проводятся дистанционно.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Все ли процедуры по получению кредита проводятся удаленно?;средний;новые клиенты;При оформлении онлайн кредита 'Проще в онлайн' посещение банка не требуется - все процедуры проводятся дистанционно.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Где мне нужно будет подписывать документы?;средний;новые клиенты;При оформлении онлайн кредита 'Проще в онлайн' посещение банка не требуется - все процедуры проводятся дистанционно.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Я могу всё сделать через интернет?;средний;новые клиенты;При оформлении онлайн кредита 'Проще в онлайн' посещение банка не требуется - все процедуры проводятся дистанционно.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;За сколько одобряется онлайн кредит?;средний;новые клиенты;Решение по онлайн кредиту принимается в максимально короткие сроки, часто в течение нескольких часов.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Быстро ли принимается решение по онлайн кредиту?;средний;новые клиенты;Решение по онлайн кредиту принимается в максимально короткие сроки, часто в течение нескольких часов.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Мне долго ждать решения по онлайн кредиту?;средний;новые клиенты;Решение по онлайн кредиту принимается в максимально короткие сроки, часто в течение нескольких часов.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Через сколько обычно приходит решение?;средний;новые клиенты;Решение по онлайн кредиту принимается в максимально короткие сроки, часто в течение нескольких часов.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Когда я узнаю, одобрили мне кредит или нет?;средний;новые клиенты;Решение по онлайн кредиту принимается в максимально короткие сроки, часто в течение нескольких часов.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Можно ли получить ответ в тот же день?;средний;новые клиенты;Решение по онлайн кредиту принимается в максимально короткие сроки, часто в течение нескольких часов.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Какие бумаги нужны для оформления онлайн-кредита?;высокий;новые клиенты;Для онлайн кредита необходимо загрузить скан паспорта и, при необходимости, справку о доходах.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Справку о доходах всегда требуют?;высокий;новые клиенты;Для онлайн кредита необходимо загрузить скан паспорта и, при необходимости, справку о доходах.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Паспорт нужно сканировать?;высокий;новые клиенты;Для онлайн кредита необходимо загрузить скан паспорта и, при необходимости, справку о доходах.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;А если нет справки о доходах?;высокий;новые клиенты;Для онлайн кредита необходимо загрузить скан паспорта и, при необходимости, справку о доходах.
Продукты - Кредиты;Онлайн кредиты - Проще в онлайн;Только паспорт нужен?;высокий;новые клиенты;Для онлайн кредита необходимо загрузить скан паспорта и, при необходимости, справку о доходах.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Этот автокредит выдается без какого-либо залога?;высокий;новые клиенты;Автокредит без залога выдается на покупку новых и подержанных автомобилей в автосалонах-партнерах банка.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Где мне нужно покупать автомобиль, чтобы оформить этот кредит?;высокий;новые клиенты;Автокредит без залога выдается на покупку новых и подержанных автомобилей в автосалонах-партнерах банка.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Могу ли я купить с помощью этого кредита подержанный автомобиль?;высокий;новые клиенты;Автокредит без залога выдается на покупку новых и подержанных автомобилей в автосалонах-партнерах банка.
Продукты - Кредиты;Автокредиты - Автокредит без залога;А если я хочу купить новую машину, я тоже могу использовать этот кредит?;высокий;новые клиенты;Автокредит без залога выдается на покупку новых и подержанных автомобилей в автосалонах-партнерах банка.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Этот автокредит действует только в партнерских салонах банка?;высокий;новые клиенты;Автокредит без залога выдается на покупку новых и подержанных автомобилей в автосалонах-партнерах банка.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Требуется ли залог по этому автокредиту?;высокий;новые клиенты;Максимальная сумма автокредита без залога составляет до 70 000 BYN на срок до 10 лет.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Какой наибольший размер кредита можно получить на покупку авто, если не предоставлять залог?;высокий;новые клиенты;Максимальная сумма автокредита без залога составляет до 70 000 BYN на срок до 10 лет.
Продукты - Кредиты;Автокредиты - Автокредит без залога;На какой максимальный срок можно взять автокредит?;высокий;новые клиенты;Максимальная сумма автокредита без залога составляет до 70 000 BYN на срок до 10 лет.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Возможно ли оформить кредит на машину на десять лет?;высокий;новые клиенты;Максимальная сумма автокредита без залога составляет до 70 000 BYN на срок до 10 лет.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Могу ли я получить 70 000 белорусских рублей на машину?;высокий;новые клиенты;Максимальная сумма автокредита без залога составляет до 70 000 BYN на срок до 10 лет.
Продукты - Кредиты;Автокредиты - Автокредит без залога;КАСКО вообще обязательно при автокредите?;средний;новые клиенты;Требования по страхованию КАСКО уточняйте при оформлении автокредита, так как они могут различаться в зависимости от суммы и срока.
Продукты - Кредиты;Автокредиты - Автокредит без залога;От чего зависят требования по КАСКО?;средний;новые клиенты;Требования по страхованию КАСКО уточняйте при оформлении автокредита, так как они могут различаться в зависимости от суммы и срока.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Когда мне лучше уточнять условия по КАСКО?;средний;новые клиенты;Требования по страхованию КАСКО уточняйте при оформлении автокредита, так как они могут различаться в зависимости от суммы и срока.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Требования по КАСКО всегда одинаковые?;средний;новые клиенты;Требования по страхованию КАСКО уточняйте при оформлении автокредита, так как они могут различаться в зависимости от суммы и срока.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Если сумма кредита большая, требования к КАСКО будут другими?;средний;новые клиенты;Требования по страхованию КАСКО уточняйте при оформлении автокредита, так как они могут различаться в зависимости от суммы и срока.
Продукты - Кредиты;Автокредиты - Автокредит без залога;А срок кредита влияет на требования к страховке КАСКО?;средний;новые клиенты;Требования по страхованию КАСКО уточняйте при оформлении автокредита, так как они могут различаться в зависимости от суммы и срока.
Продукты - Кредиты;Автокредиты - Автокредит без залога;И где я могу узнать эти требования по КАСКО подробнее?;средний;новые клиенты;Требования по страхованию КАСКО уточняйте при оформлении автокредита, так как они могут различаться в зависимости от суммы и срока.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Предлагаете ли вы автокредит, где машина не выступает залогом?;средний;новые клиенты;Да, автокредит без залога доступен как для новых, так и для подержанных автомобилей определенного возраста.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Можно ли получить такой кредит на новую машину?;средний;новые клиенты;Да, автокредит без залога доступен как для новых, так и для подержанных автомобилей определенного возраста.
Продукты - Кредиты;Автокредиты - Автокредит без залога;А на подержанный автомобиль можно оформить этот автокредит?;средний;новые клиенты;Да, автокредит без залога доступен как для новых, так и для подержанных автомобилей определенного возраста.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Возраст автомобиля имеет значение для получения автокредита без залога?;средний;новые клиенты;Да, автокредит без залога доступен как для новых, так и для подержанных автомобилей определенного возраста.
Продукты - Кредиты;Автокредиты - Автокредит без залога;Этот автокредит доступен только для новых автомобилей?;средний;новые клиенты;Да, автокредит без залога доступен как для новых, так и для подержанных автомобилей определенного возраста.
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Где я могу найти условия кредитования?;высокий;новые клиенты;"Условия кредитования зависят от продукта; вы можете найти ставки, сроки и требования в разделе 'Кредиты' на сайте ВТБ (Беларусь)."
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;От чего зависят условия кредитов?;высокий;новые клиенты;"Условия кредитования зависят от продукта; вы можете найти ставки, сроки и требования в разделе 'Кредиты' на сайте ВТБ (Беларусь)."
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Где можно посмотреть процентные ставки?;высокий;новые клиенты;"Условия кредитования зависят от продукта; вы можете найти ставки, сроки и требования в разделе 'Кредиты' на сайте ВТБ (Беларусь)."
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;На каком сайте можно найти информацию о кредитах?;высокий;новые клиенты;"Условия кредитования зависят от продукта; вы можете найти ставки, сроки и требования в разделе 'Кредиты' на сайте ВТБ (Беларусь)."
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Где я могу узнать сроки кредитования?;высокий;новые клиенты;"Условия кредитования зависят от продукта; вы можете найти ставки, сроки и требования в разделе 'Кредиты' на сайте ВТБ (Беларусь)."
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Где указаны требования к заемщикам?;высокий;новые клиенты;"Условия кредитования зависят от продукта; вы можете найти ставки, сроки и требования в разделе 'Кредиты' на сайте ВТБ (Беларусь)."
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Условия по всем кредитам одинаковые?;высокий;новые клиенты;"Условия кредитования зависят от продукта; вы можете найти ставки, сроки и требования в разделе 'Кредиты' на сайте ВТБ (Беларусь)."
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Где вообще одобряют экспресс-кредит?;средний;новые клиенты;Экспресс-кредит одобряется в течение нескольких минут прямо в магазине при наличии необходимых документов.
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Какие условия нужны, чтобы мне одобрили экспресс-кредит?;средний;новые клиенты;Экспресс-кредит одобряется в течение нескольких минут прямо в магазине при наличии необходимых документов.
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Нужны ли мне какие-то документы для получения экспресс-кредита?;средний;новые клиенты;Экспресс-кредит одобряется в течение нескольких минут прямо в магазине при наличии необходимых документов.
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Сколько времени обычно занимает одобрение экспресс-кредита?;средний;новые клиенты;Экспресс-кредит одобряется в течение нескольких минут прямо в магазине при наличии необходимых документов.
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Можно ли получить одобрение экспресс-кредита прямо в магазине?;средний;новые клиенты;Экспресс-кредит одобряется в течение нескольких минут прямо в магазине при наличии необходимых документов.
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Нужно ли мне всегда брать с собой справку о доходах?;высокий;новые клиенты;Для оформления экспресс-кредита в магазине достаточно паспорта и, при необходимости, справки о доходах.
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Могу ли я получить кредит, если у меня только паспорт?;высокий;новые клиенты;Для оформления экспресс-кредита в магазине достаточно паспорта и, при необходимости, справки о доходах.
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Какой документ точно потребуется для оформления?;высокий;новые клиенты;Для оформления экспресс-кредита в магазине достаточно паспорта и, при необходимости, справки о доходах.
Продукты - Кредиты;Экспресс-кредиты - В магазинах-партнерах;Это касается только экспресс-кредитов?;высокий;новые клиенты;Для оформления экспресс-кредита в магазине достаточно паспорта и, при необходимости, справки о доходах.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Для чего этот кредит 'На роднае'?;средний;новые клиенты;Экспресс-кредит 'На ро́днае' предоставляет льготные условия для покупки товаров, произведенных в Республике Беларусь.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Какие товары можно купить по этому кредиту?;средний;новые клиенты;Экспресс-кредит 'На ро́днае' предоставляет льготные условия для покупки товаров, произведенных в Республике Беларусь.
Продукты - Кредиты;Экспресс-кредиты - На роднае;А какая выгода или особенность у кредита 'На роднае'?;средний;новые клиенты;Экспресс-кредит 'На ро́днае' предоставляет льготные условия для покупки товаров, произведенных в Республике Беларусь.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Этот кредит распространяется только на товары, сделанные в Беларуси?;средний;новые клиенты;Экспресс-кредит 'На ро́днае' предоставляет льготные условия для покупки товаров, произведенных в Республике Беларусь.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Есть ли какие-то льготы по кредиту 'На роднае'?;средний;новые клиенты;Экспресс-кредит 'На ро́днае' предоставляет льготные условия для покупки товаров, произведенных в Республике Беларусь.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Где я могу воспользоваться кредитом 'На роднае'?;высокий;новые клиенты;Кредит 'На ро́днае' действует на товары белорусского производства в магазинах-партнерах банка.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Можно ли приобрести по этому кредиту любые товары?;высокий;новые клиенты;Кредит 'На ро́днае' действует на товары белорусского производства в магазинах-партнерах банка.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Обязательно ли покупать товары белорусского производства?;высокий;новые клиенты;Кредит 'На ро́днае' действует на товары белорусского производства в магазинах-партнерах банка.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Этот кредит работает во всех магазинах?;высокий;новые клиенты;Кредит 'На ро́днае' действует на товары белорусского производства в магазинах-партнерах банка.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Я могу купить импортные товары по этому кредиту?;высокий;новые клиенты;Кредит 'На ро́днае' действует на товары белорусского производства в магазинах-партнерах банка.
Продукты - Кредиты;Экспресс-кредиты - На роднае;"Какая льготная ставка действует по кредиту ""На ро́днае""?";высокий;новые клиенты;Льготная процентная ставка по кредиту 'На ро́днае' устанавливается согласно специальным условиям программы.
Продукты - Кредиты;Экспресс-кредиты - На роднае;На какой вид кредита распространяется эта льготная ставка?;высокий;новые клиенты;Льготная процентная ставка по кредиту 'На ро́днае' устанавливается согласно специальным условиям программы.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Что влияет на установление льготной процентной ставки?;высокий;новые клиенты;Льготная процентная ставка по кредиту 'На ро́днае' устанавливается согласно специальным условиям программы.
Продукты - Кредиты;Экспресс-кредиты - На роднае;"Каким образом устанавливается льготная ставка по кредиту ""На ро́днае""?";высокий;новые клиенты;Льготная процентная ставка по кредиту 'На ро́днае' устанавливается согласно специальным условиям программы.
Продукты - Кредиты;Экспресс-кредиты - На роднае;Существуют ли специальные условия, связанные с льготной процентной ставкой?;высокий;новые клиенты;Льготная процентная ставка по кредиту 'На ро́днае' устанавливается согласно специальным условиям программы.
Продукты - Вклады;Рублевые - Мои условия;Где или как можно оформить вклад 'Мои условия'?;высокий;новые клиенты;Вклад 'Мои условия' можно открыть в любом отделении банка или онлайн через Интернет-банк. Доступны отзывная и безотзывная версии.
Продукты - Вклады;Рублевые - Мои условия;Можно ли открыть вклад онлайн?;высокий;новые клиенты;Вклад 'Мои условия' можно открыть в любом отделении банка или онлайн через Интернет-банк. Доступны отзывная и безотзывная версии.
Продукты - Вклады;Рублевые - Мои условия;Мне обязательно приходить в отделение, чтобы оформить вклад?;высокий;новые клиенты;Вклад 'Мои условия' можно открыть в любом отделении банка или онлайн через Интернет-банк. Доступны отзывная и безотзывная версии.
Продукты - Вклады;Рублевые - Мои условия;Какие бывают версии вклада 'Мои условия'?;высокий;новые клиенты;Вклад 'Мои условия' можно открыть в любом отделении банка или онлайн через Интернет-банк. Доступны отзывная и безотзывная версии.
